"id_transaksi","id_stasiun","tanggal","durasi_menit","energi_kwh","status","pendapatan"
"TRX00426","ST004",2026-02-27,45,52.04,"Selesai",130100
"TRX00427","ST006",2026-06-14,29,5.25,"Selesai",13125
"TRX00428","ST001",2026-05-16,57,53.2,"Selesai",133000
"TRX00429","ST007",2026-06-08,44,27.18,"Gagal",0
"TRX00430","ST002",2026-04-28,30,30,"Selesai",75000
"TRX00431","ST002",2026-03-05,58,8.36,"Selesai",20900
"TRX00432","ST002",2026-04-24,39,49.21,"Selesai",123025
"TRX00433","ST006",2026-05-11,54,44.44,"Selesai",111100
"TRX00434","ST004",2026-01-25,47,43.25,"Gagal",0
"TRX00435","ST005",2026-06-09,43,43.78,"Selesai",109450
"TRX00436","ST004",2026-05-20,30,18.06,"Selesai",45150
"TRX00437","ST006",2026-01-19,10,6.66,"Selesai",16650
"TRX00438","ST003",2026-01-13,15,18.39,"Selesai",45975
"TRX00439","ST004",2026-05-24,22,39.35,"Selesai",98375
"TRX00440","ST006",2026-01-05,34,6.19,"Selesai",15475
"TRX00441","ST007",2026-04-11,62,20.01,"Gagal",0
"TRX00442","ST008",2026-06-28,36,56.87,"Selesai",142175
"TRX00443","ST001",2026-01-08,17,59.94,"Selesai",149850
"TRX00444","ST008",2026-01-12,31,54.65,"Selesai",136625
"TRX00445","ST001",2026-03-07,50,13.22,"Selesai",33050
"TRX00446","ST006",2026-04-07,49,54.39,"Selesai",135975
"TRX00447","ST003",2026-03-24,31,33.04,"Selesai",82600
"TRX00448","ST009",2026-05-23,37,32.15,"Selesai",80375
"TRX00449","ST007",2026-01-23,47,39.13,"Selesai",97825
"TRX00450","ST004",2026-03-04,36,20.42,"Selesai",51050
"TRX00451","ST006",2026-03-06,46,10.46,"Selesai",26150
"TRX00452","ST006",2026-03-18,58,7.7,"Gagal",0
"TRX00453","ST010",2026-04-04,50,38.63,"Selesai",96575
"TRX00454","ST007",2026-03-02,52,20.56,"Selesai",51400
"TRX00455","ST006",2026-01-02,56,6.38,"Selesai",15950
"TRX00456","ST001",2026-06-12,30,15.01,"Gagal",0
"TRX00457","ST003",2026-03-06,38,40.39,"Gagal",0
"TRX00458","ST007",2026-05-08,50,9.73,"Selesai",24325
"TRX00459","ST008",2026-04-15,19,57.42,"Selesai",143550
"TRX00460","ST009",2026-03-04,29,39.16,"Gagal",0
"TRX00461","ST006",2026-04-25,43,49.77,"Selesai",124425
"TRX00462","ST004",2026-05-11,30,22.5,"Gagal",0
"TRX00463","ST009",2026-02-02,64,49.04,"Gagal",0
"TRX00464","ST004",2026-06-14,66,41.98,"Gagal",0
"TRX00465","ST004",2026-05-20,37,11.85,"Selesai",29625
"TRX00466","ST007",2026-01-06,51,17.05,"Selesai",42625
"TRX00467","ST001",2026-04-26,31,38.56,"Selesai",96400
"TRX00468","ST003",2026-04-19,38,58.92,"Selesai",147300
"TRX00469","ST006",2026-02-24,39,5.22,"Selesai",13050
"TRX00470","ST008",2026-01-26,57,59.73,"Selesai",149325
"TRX00471","ST001",2026-02-03,46,32.45,"Gagal",0
"TRX00472","ST004",2026-02-18,48,56.32,"Selesai",140800
"TRX00473","ST008",2026-04-21,32,23.7,"Selesai",59250
"TRX00474","ST005",2026-03-03,47,30.31,"Gagal",0
"TRX00475","ST006",2026-06-12,49,32.35,"Selesai",80875
"TRX00476","ST006",2026-01-17,58,45.77,"Selesai",114425
"TRX00477","ST002",2026-06-13,37,22.19,"Selesai",55475
"TRX00478","ST008",2026-03-06,47,9.4,"Selesai",23500
"TRX00479","ST003",2026-05-26,50,8.83,"Selesai",22075
"TRX00480","ST009",2026-04-27,29,10.01,"Selesai",25025
"TRX00481","ST003",2026-04-18,25,35,"Selesai",87500
"TRX00482","ST002",2026-03-12,56,23.01,"Selesai",57525
"TRX00483","ST009",2026-02-26,58,33.06,"Selesai",82650
"TRX00484","ST004",2026-02-04,50,57.5,"Selesai",143750
"TRX00485","ST008",2026-03-16,59,32.18,"Selesai",80450
"TRX00486","ST006",2026-05-17,59,27.64,"Selesai",69100
"TRX00487","ST008",2026-05-03,63,30.32,"Selesai",75800
"TRX00488","ST003",2026-01-03,46,50.22,"Selesai",125550
"TRX00489","ST004",2026-03-28,57,36.34,"Selesai",90850
"TRX00490","ST004",2026-04-29,33,31.41,"Gagal",0
"TRX00491","ST005",2026-02-01,33,12.6,"Selesai",31500
"TRX00492","ST006",2026-02-03,72,25.04,"Selesai",62600
"TRX00493","ST009",2026-02-27,46,8.82,"Gagal",0
"TRX00494","ST006",2026-03-15,28,36.84,"Selesai",92100
"TRX00495","ST006",2026-05-06,43,21.13,"Selesai",52825
"TRX00496","ST003",2026-06-21,37,29.6,"Gagal",0
"TRX00497","ST010",2026-06-21,17,29.45,"Gagal",0
"TRX00498","ST001",2026-02-11,44,55.99,"Selesai",139975
"TRX00499","ST003",2026-04-26,55,49.99,"Selesai",124975
"TRX00500","ST004",2026-04-21,59,10.13,"Gagal",0
"TRX00501","ST004",2026-03-17,46,37.58,"Gagal",0
"TRX00502","ST003",2026-05-01,73,34.89,"Selesai",87225
"TRX00503","ST002",2026-01-23,50,7.28,"Gagal",0
"TRX00504","ST009",2026-04-18,10,31.94,"Selesai",79850
"TRX00505","ST004",2026-06-04,68,24.12,"Selesai",60300
"TRX00506","ST008",2026-01-21,33,29.54,"Selesai",73850
"TRX00507","ST002",2026-01-26,39,20.73,"Selesai",51825
"TRX00508","ST003",2026-01-12,46,19.35,"Selesai",48375
"TRX00509","ST008",2026-05-27,34,49.96,"Selesai",124900
"TRX00510","ST003",2026-02-18,35,46.99,"Selesai",117475
"TRX00511","ST003",2026-06-23,51,30.34,"Gagal",0
"TRX00512","ST010",2026-04-01,10,8.84,"Selesai",22100
"TRX00513","ST003",2026-02-09,47,50.51,"Selesai",126275
"TRX00514","ST001",2026-01-06,52,47.6,"Selesai",119000
"TRX00515","ST002",2026-04-21,47,45.42,"Selesai",113550
"TRX00516","ST001",2026-02-02,57,5.78,"Selesai",14450
"TRX00517","ST003",2026-06-16,57,8.67,"Gagal",0
"TRX00518","ST003",2026-04-19,56,56.69,"Selesai",141725
"TRX00519","ST001",2026-06-07,69,55.88,"Selesai",139700
"TRX00520","ST002",2026-01-05,37,46.73,"Selesai",116825
"TRX00521","ST009",2026-02-18,49,24.01,"Selesai",60025
"TRX00522","ST005",2026-06-06,42,33.63,"Selesai",84075
"TRX00523","ST009",2026-02-20,55,53.98,"Gagal",0
"TRX00524","ST004",2026-01-06,38,5.42,"Selesai",13550
"TRX00525","ST007",2026-05-27,35,41.79,"Gagal",0
"TRX00526","ST010",2026-02-26,51,30.61,"Gagal",0
"TRX00527","ST004",2026-06-19,42,45.01,"Gagal",0
"TRX00528","ST008",2026-02-16,34,17.66,"Selesai",44150
"TRX00529","ST006",2026-03-31,45,41.35,"Selesai",103375
"TRX00530","ST003",2026-03-17,53,53.32,"Selesai",133300
"TRX00531","ST008",2026-05-10,42,11.91,"Gagal",0
"TRX00532","ST003",2026-03-27,34,7.82,"Selesai",19550
"TRX00533","ST009",2026-04-08,52,46.66,"Selesai",116650
"TRX00534","ST007",2026-06-04,28,7.93,"Selesai",19825
"TRX00535","ST006",2026-04-08,43,47.96,"Selesai",119900
"TRX00536","ST004",2026-03-09,42,27.61,"Selesai",69025
"TRX00537","ST004",2026-06-17,73,13.43,"Selesai",33575
"TRX00538","ST002",2026-02-27,12,31.29,"Selesai",78225
"TRX00539","ST002",2026-06-14,49,13.23,"Selesai",33075
"TRX00540","ST003",2026-05-24,49,19.59,"Selesai",48975
"TRX00541","ST010",2026-01-02,46,53.27,"Selesai",133175
"TRX00542","ST005",2026-02-06,66,28.48,"Gagal",0
"TRX00543","ST002",2026-05-27,38,48.5,"Selesai",121250
"TRX00544","ST003",2026-02-11,45,26.79,"Selesai",66975
"TRX00545","ST002",2026-06-05,58,57.62,"Selesai",144050
"TRX00546","ST010",2026-05-13,40,21.48,"Selesai",53700
"TRX00547","ST007",2026-01-13,45,37.57,"Gagal",0
"TRX00548","ST003",2026-05-24,43,18.74,"Selesai",46850
"TRX00549","ST001",2026-05-08,54,58.67,"Selesai",146675
"TRX00550","ST001",2026-06-13,47,29.07,"Selesai",72675
"TRX00551","ST008",2026-06-13,34,16.34,"Selesai",40850
"TRX00552","ST003",2026-02-18,32,50.86,"Selesai",127150
"TRX00553","ST007",2026-05-09,44,56.81,"Gagal",0
"TRX00554","ST004",2026-04-02,18,58.28,"Gagal",0
"TRX00555","ST004",2026-03-23,49,26.56,"Selesai",66400
"TRX00556","ST004",2026-03-09,27,51.52,"Selesai",128800
"TRX00557","ST008",2026-06-19,50,23.23,"Selesai",58075
"TRX00558","ST001",2026-04-06,78,33.5,"Selesai",83750
"TRX00559","ST008",2026-03-15,80,23.24,"Gagal",0
"TRX00560","ST009",2026-02-03,48,11.31,"Selesai",28275
"TRX00561","ST009",2026-03-26,27,13.19,"Selesai",32975
"TRX00562","ST003",2026-01-20,61,50.01,"Gagal",0
"TRX00563","ST004",2026-01-20,82,23.26,"Selesai",58150
"TRX00564","ST004",2026-02-17,42,56.05,"Gagal",0
"TRX00565","ST001",2026-04-19,77,24.27,"Selesai",60675
"TRX00566","ST001",2026-03-19,54,28.47,"Selesai",71175
"TRX00567","ST010",2026-03-20,29,27.08,"Gagal",0
"TRX00568","ST003",2026-05-13,33,28.35,"Selesai",70875
"TRX00569","ST002",2026-03-07,62,21.23,"Selesai",53075
"TRX00570","ST010",2026-04-20,58,54.12,"Gagal",0
"TRX00571","ST007",2026-05-15,46,41.39,"Gagal",0
"TRX00572","ST003",2026-03-21,15,36.55,"Selesai",91375
"TRX00573","ST005",2026-04-10,43,56.35,"Selesai",140875
"TRX00574","ST004",2026-05-03,44,59.36,"Selesai",148400
"TRX00575","ST003",2026-01-23,30,11.2,"Gagal",0
"TRX00576","ST007",2026-04-24,51,31.37,"Selesai",78425
"TRX00577","ST004",2026-04-15,53,42.02,"Selesai",105050
"TRX00578","ST004",2026-01-13,38,7.92,"Selesai",19800
"TRX00579","ST007",2026-04-07,45,29.22,"Selesai",73050
"TRX00580","ST002",2026-01-18,53,52.02,"Selesai",130050
"TRX00581","ST003",2026-03-30,54,40.56,"Selesai",101400
"TRX00582","ST008",2026-05-20,29,40.27,"Selesai",100675
"TRX00583","ST007",2026-01-17,52,13.47,"Selesai",33675
"TRX00584","ST007",2026-01-12,44,26.73,"Selesai",66825
"TRX00585","ST003",2026-02-08,34,7.25,"Gagal",0
"TRX00586","ST006",2026-04-18,74,10.75,"Selesai",26875
"TRX00587","ST005",2026-06-16,54,41.88,"Selesai",104700
"TRX00588","ST005",2026-05-22,63,49.53,"Selesai",123825
"TRX00589","ST006",2026-01-17,38,18.11,"Selesai",45275
"TRX00590","ST010",2026-02-14,21,44.78,"Gagal",0
"TRX00591","ST001",2026-04-03,37,46.03,"Selesai",115075
"TRX00592","ST009",2026-04-23,60,38.39,"Selesai",95975
"TRX00593","ST006",2026-03-05,55,6.74,"Selesai",16850
"TRX00594","ST005",2026-05-13,75,56.69,"Gagal",0
"TRX00595","ST009",2026-03-09,28,45.87,"Selesai",114675
"TRX00596","ST006",2026-05-15,40,12.9,"Selesai",32250
"TRX00597","ST002",2026-06-08,48,26.12,"Gagal",0
"TRX00598","ST001",2026-01-08,52,37.01,"Selesai",92525
"TRX00599","ST004",2026-05-23,42,59.54,"Selesai",148850
"TRX00600","ST006",2026-06-20,66,27.09,"Selesai",67725
"TRX00601","ST006",2026-01-22,57,15.73,"Selesai",39325
"TRX00602","ST001",2026-06-29,55,43.33,"Selesai",108325
"TRX00603","ST009",2026-03-16,41,56.31,"Selesai",140775
"TRX00604","ST001",2026-05-26,63,41.91,"Selesai",104775
"TRX00605","ST002",2026-06-21,51,51.9,"Selesai",129750
"TRX00606","ST006",2026-03-29,36,29.94,"Selesai",74850
"TRX00607","ST010",2026-02-24,45,20.02,"Selesai",50050
"TRX00608","ST003",2026-01-03,45,8.69,"Selesai",21725
"TRX00609","ST006",2026-04-18,19,28.81,"Selesai",72025
"TRX00610","ST002",2026-02-10,44,33.54,"Selesai",83850
"TRX00611","ST006",2026-04-13,44,20.37,"Selesai",50925
"TRX00612","ST002",2026-06-04,54,56.18,"Selesai",140450
"TRX00613","ST007",2026-03-15,41,34.97,"Selesai",87425
"TRX00614","ST001",2026-01-27,29,6.36,"Selesai",15900
"TRX00615","ST009",2026-04-26,44,35.96,"Selesai",89900
"TRX00616","ST008",2026-03-10,32,21.23,"Selesai",53075
"TRX00617","ST004",2026-05-05,30,13.88,"Gagal",0
"TRX00618","ST003",2026-01-31,48,43.08,"Selesai",107700
"TRX00619","ST006",2026-05-28,29,43.48,"Selesai",108700
"TRX00620","ST001",2026-01-20,47,12.54,"Selesai",31350
"TRX00621","ST006",2026-03-05,49,54.05,"Selesai",135125
"TRX00622","ST002",2026-01-02,71,13.38,"Gagal",0
"TRX00623","ST003",2026-01-26,46,55.67,"Selesai",139175
"TRX00624","ST010",2026-05-08,59,13.57,"Selesai",33925
"TRX00625","ST003",2026-05-24,62,12.45,"Selesai",31125
"TRX00626","ST010",2026-02-27,54,16.93,"Selesai",42325
"TRX00627","ST003",2026-03-25,42,31.02,"Selesai",77550
"TRX00628","ST006",2026-01-09,41,40.22,"Selesai",100550
"TRX00629","ST010",2026-04-30,50,20.68,"Selesai",51700
"TRX00630","ST006",2026-06-27,52,58.74,"Selesai",146850
"TRX00631","ST001",2026-04-06,48,34,"Selesai",85000
"TRX00632","ST003",2026-03-12,22,44.06,"Selesai",110150
"TRX00633","ST003",2026-03-30,58,35.18,"Gagal",0
"TRX00634","ST003",2026-02-11,37,16.52,"Selesai",41300
"TRX00635","ST002",2026-05-20,45,16.13,"Selesai",40325
"TRX00636","ST010",2026-04-01,27,20.88,"Selesai",52200
"TRX00637","ST004",2026-04-15,69,31.24,"Gagal",0
"TRX00638","ST002",2026-06-01,64,12.64,"Gagal",0
"TRX00639","ST008",2026-02-15,50,51.9,"Selesai",129750
"TRX00640","ST010",2026-01-02,39,17.97,"Selesai",44925
"TRX00641","ST001",2026-02-02,28,28.92,"Selesai",72300
"TRX00642","ST004",2026-01-14,46,18.44,"Gagal",0
"TRX00643","ST002",2026-06-22,59,24.15,"Gagal",0
"TRX00644","ST009",2026-05-25,43,55.67,"Selesai",139175
"TRX00645","ST002",2026-06-02,57,44.5,"Selesai",111250
"TRX00646","ST010",2026-04-12,76,45.66,"Gagal",0
"TRX00647","ST006",2026-02-09,28,36.75,"Gagal",0
"TRX00648","ST001",2026-01-28,55,7.36,"Gagal",0
"TRX00649","ST005",2026-05-20,70,41.89,"Selesai",104725
"TRX00650","ST008",2026-04-29,27,48.76,"Gagal",0
"TRX00651","ST003",2026-02-15,62,46.77,"Selesai",116925
"TRX00652","ST005",2026-05-03,10,54.49,"Selesai",136225
"TRX00653","ST008",2026-04-01,53,25.8,"Selesai",64500
"TRX00654","ST010",2026-03-11,51,27.47,"Selesai",68675
"TRX00655","ST002",2026-04-20,33,24.99,"Selesai",62475
"TRX00656","ST006",2026-05-10,24,55.21,"Selesai",138025
"TRX00657","ST003",2026-01-23,82,12.68,"Gagal",0
"TRX00658","ST004",2026-06-09,47,39.84,"Selesai",99600
"TRX00659","ST006",2026-02-10,32,13.71,"Selesai",34275
"TRX00660","ST001",2026-05-21,77,45.68,"Gagal",0
"TRX00661","ST009",2026-03-16,62,48.91,"Selesai",122275
"TRX00662","ST008",2026-03-06,45,25.57,"Selesai",63925
"TRX00663","ST001",2026-03-24,57,26.74,"Selesai",66850
"TRX00664","ST009",2026-03-03,47,55.88,"Selesai",139700
"TRX00665","ST003",2026-05-16,39,31.73,"Selesai",79325
"TRX00666","ST010",2026-04-19,39,33.68,"Selesai",84200
"TRX00667","ST002",2026-06-20,43,23.26,"Selesai",58150
"TRX00668","ST006",2026-04-05,31,26.65,"Selesai",66625
"TRX00669","ST009",2026-03-12,45,21.47,"Selesai",53675
"TRX00670","ST001",2026-01-15,80,42.38,"Selesai",105950
"TRX00671","ST006",2026-03-05,21,46.7,"Selesai",116750
"TRX00672","ST009",2026-05-17,47,30.08,"Selesai",75200
"TRX00673","ST004",2026-02-22,60,25.86,"Selesai",64650
"TRX00674","ST006",2026-01-31,32,26.94,"Gagal",0
"TRX00675","ST004",2026-04-05,79,15.23,"Selesai",38075
"TRX00676","ST004",2026-03-20,15,47.14,"Selesai",117850
"TRX00677","ST003",2026-04-28,30,15.76,"Selesai",39400
"TRX00678","ST001",2026-03-26,16,28.12,"Gagal",0
"TRX00679","ST001",2026-04-18,15,40.39,"Selesai",100975
"TRX00680","ST001",2026-01-14,33,23.49,"Selesai",58725
"TRX00681","ST006",2026-06-18,22,7.49,"Selesai",18725
"TRX00682","ST008",2026-05-02,30,21.16,"Gagal",0
"TRX00683","ST010",2026-02-12,79,38.85,"Selesai",97125
"TRX00684","ST005",2026-03-13,41,9.52,"Selesai",23800
"TRX00685","ST001",2026-02-27,66,9.24,"Selesai",23100
"TRX00686","ST009",2026-02-13,18,57.03,"Gagal",0
"TRX00687","ST004",2026-06-20,39,22.51,"Selesai",56275
"TRX00688","ST004",2026-05-10,36,19.13,"Selesai",47825
"TRX00689","ST010",2026-04-01,80,10.37,"Selesai",25925
"TRX00690","ST002",2026-03-08,38,24.35,"Gagal",0
"TRX00691","ST007",2026-01-24,54,58.1,"Gagal",0
"TRX00692","ST004",2026-01-15,57,34.4,"Selesai",86000
"TRX00693","ST008",2026-04-15,49,45.96,"Selesai",114900
"TRX00694","ST009",2026-05-17,36,19.2,"Selesai",48000
"TRX00695","ST004",2026-02-21,56,38.47,"Selesai",96175
"TRX00696","ST010",2026-02-03,58,6.2,"Gagal",0
"TRX00697","ST002",2026-03-11,33,49.78,"Selesai",124450
"TRX00698","ST005",2026-01-25,48,42.02,"Gagal",0
"TRX00699","ST008",2026-06-04,32,54.72,"Selesai",136800
"TRX00700","ST006",2026-05-31,53,43.48,"Selesai",108700
"TRX00701","ST010",2026-05-28,39,8.16,"Selesai",20400
"TRX00702","ST002",2026-05-17,27,27.15,"Selesai",67875
"TRX00703","ST003",2026-01-11,54,16.43,"Selesai",41075
"TRX00704","ST010",2026-03-04,39,21.12,"Selesai",52800
"TRX00705","ST010",2026-04-03,59,47.77,"Gagal",0
"TRX00706","ST010",2026-02-24,24,16.59,"Selesai",41475
"TRX00707","ST003",2026-03-08,28,22.34,"Gagal",0
"TRX00708","ST001",2026-02-01,37,58.61,"Selesai",146525
"TRX00709","ST001",2026-01-09,56,41.42,"Gagal",0
"TRX00710","ST002",2026-04-15,43,26.08,"Selesai",65200
"TRX00711","ST008",2026-05-19,51,41.67,"Gagal",0
"TRX00712","ST008",2026-06-11,33,31.72,"Gagal",0
"TRX00713","ST001",2026-06-05,17,33.7,"Gagal",0
"TRX00714","ST010",2026-05-31,50,34.85,"Selesai",87125
"TRX00715","ST009",2026-03-13,41,58.16,"Selesai",145400
"TRX00716","ST010",2026-05-11,73,27.48,"Selesai",68700
"TRX00717","ST001",2026-03-22,42,32.66,"Selesai",81650
"TRX00718","ST001",2026-05-23,60,59.54,"Selesai",148850
"TRX00719","ST004",2026-02-17,35,29.76,"Gagal",0
"TRX00720","ST007",2026-02-28,41,32.24,"Selesai",80600
"TRX00721","ST003",2026-02-14,65,45.14,"Gagal",0
"TRX00722","ST007",2026-01-12,36,12.59,"Selesai",31475
"TRX00723","ST004",2026-06-24,49,35.06,"Selesai",87650
"TRX00724","ST001",2026-02-07,54,39.27,"Selesai",98175
"TRX00725","ST001",2026-01-17,56,7.81,"Selesai",19525
"TRX00726","ST009",2026-04-01,24,52.49,"Selesai",131225
"TRX00727","ST001",2026-02-17,36,32.29,"Selesai",80725
"TRX00728","ST006",2026-05-11,40,13.48,"Selesai",33700
"TRX00729","ST006",2026-02-01,68,11.23,"Selesai",28075
"TRX00730","ST007",2026-06-16,54,57.39,"Selesai",143475
"TRX00731","ST006",2026-03-04,36,36.84,"Selesai",92100
"TRX00732","ST005",2026-01-02,47,38.46,"Selesai",96150
"TRX00733","ST005",2026-01-07,49,20.7,"Selesai",51750
"TRX00734","ST008",2026-03-19,36,28.53,"Selesai",71325
"TRX00735","ST004",2026-05-07,49,6.06,"Selesai",15150
"TRX00736","ST006",2026-01-25,61,49.39,"Gagal",0
"TRX00737","ST001",2026-04-19,65,21.89,"Selesai",54725
"TRX00738","ST007",2026-03-04,54,9.42,"Gagal",0
"TRX00739","ST007",2026-02-28,37,29.44,"Selesai",73600
"TRX00740","ST008",2026-03-13,53,56.2,"Gagal",0
"TRX00741","ST005",2026-05-26,61,54.53,"Selesai",136325
"TRX00742","ST002",2026-05-15,55,20.23,"Selesai",50575
"TRX00743","ST002",2026-01-20,42,44.33,"Selesai",110825
"TRX00744","ST005",2026-01-10,64,15.34,"Selesai",38350
"TRX00745","ST008",2026-03-24,42,46.27,"Gagal",0
"TRX00746","ST006",2026-06-09,56,21.44,"Gagal",0
"TRX00747","ST004",2026-04-26,38,41.66,"Selesai",104150
"TRX00748","ST009",2026-02-16,41,33.18,"Selesai",82950
"TRX00749","ST008",2026-01-31,41,5.32,"Selesai",13300
"TRX00750","ST001",2026-03-23,77,14.46,"Selesai",36150
"TRX00751","ST003",2026-01-28,73,38.31,"Selesai",95775
"TRX00752","ST004",2026-06-24,41,5.34,"Selesai",13350
"TRX00753","ST006",2026-03-02,42,48.14,"Selesai",120350
"TRX00754","ST003",2026-06-24,63,35.69,"Selesai",89225
"TRX00755","ST004",2026-02-11,47,9.25,"Selesai",23125
"TRX00756","ST003",2026-04-03,30,49.26,"Selesai",123150
"TRX00757","ST002",2026-03-26,65,18.22,"Selesai",45550
"TRX00758","ST003",2026-04-12,45,27.93,"Selesai",69825
"TRX00759","ST005",2026-06-15,38,10.1,"Gagal",0
"TRX00760","ST005",2026-05-15,41,41.02,"Selesai",102550
"TRX00761","ST005",2026-03-09,51,40.12,"Selesai",100300
"TRX00762","ST010",2026-02-22,41,47.72,"Selesai",119300
"TRX00763","ST003",2026-02-02,64,31.5,"Selesai",78750
"TRX00764","ST004",2026-01-26,56,14.19,"Gagal",0
"TRX00765","ST007",2026-03-08,56,51.78,"Selesai",129450
"TRX00766","ST007",2026-01-29,11,57.57,"Selesai",143925
"TRX00767","ST008",2026-04-06,59,28.63,"Selesai",71575
"TRX00768","ST006",2026-06-11,34,16.4,"Selesai",41000
"TRX00769","ST006",2026-06-02,43,45.85,"Selesai",114625
"TRX00770","ST002",2026-05-12,35,33.61,"Selesai",84025
"TRX00771","ST006",2026-02-28,43,22.11,"Selesai",55275
"TRX00772","ST004",2026-05-05,10,58.1,"Gagal",0
"TRX00773","ST001",2026-02-22,27,38.44,"Selesai",96100
"TRX00774","ST003",2026-03-07,66,37.58,"Selesai",93950
"TRX00775","ST010",2026-02-13,31,10.28,"Selesai",25700
"TRX00776","ST004",2026-04-28,25,31.87,"Gagal",0
"TRX00777","ST008",2026-04-22,58,10.2,"Gagal",0
"TRX00778","ST008",2026-06-21,43,12.05,"Selesai",30125
"TRX00779","ST010",2026-05-18,44,21.92,"Selesai",54800
"TRX00780","ST005",2026-06-05,38,11.8,"Selesai",29500
"TRX00781","ST007",2026-04-25,35,40.19,"Selesai",100475
"TRX00782","ST007",2026-01-24,65,21.06,"Selesai",52650
"TRX00783","ST001",2026-03-05,35,52.54,"Selesai",131350
"TRX00784","ST004",2026-05-19,26,23.28,"Selesai",58200
"TRX00785","ST010",2026-03-12,33,16.65,"Selesai",41625
"TRX00786","ST004",2026-02-04,61,57.35,"Selesai",143375
"TRX00787","ST001",2026-01-22,15,20.56,"Gagal",0
"TRX00788","ST007",2026-03-02,46,20.77,"Selesai",51925
"TRX00789","ST006",2026-06-02,42,21.26,"Selesai",53150
"TRX00790","ST004",2026-01-07,18,11.93,"Gagal",0
"TRX00791","ST008",2026-05-27,53,51.61,"Selesai",129025
"TRX00792","ST001",2026-02-20,43,46.85,"Selesai",117125
"TRX00793","ST007",2026-01-23,39,45.91,"Gagal",0
"TRX00794","ST004",2026-03-06,69,36,"Selesai",90000
"TRX00795","ST002",2026-02-21,30,21.56,"Gagal",0
"TRX00796","ST001",2026-01-18,41,34.98,"Selesai",87450
"TRX00797","ST006",2026-04-08,57,26.29,"Selesai",65725
"TRX00798","ST003",2026-06-09,22,56.29,"Selesai",140725
"TRX00799","ST009",2026-05-09,33,51.38,"Selesai",128450
"TRX00800","ST003",2026-06-12,46,51.58,"Selesai",128950
"TRX00801","ST008",2026-04-01,49,40.85,"Selesai",102125
"TRX00802","ST008",2026-01-04,24,53.39,"Selesai",133475
"TRX00803","ST003",2026-06-06,68,58.32,"Selesai",145800
"TRX00804","ST002",2026-01-29,43,27.19,"Gagal",0
"TRX00805","ST002",2026-01-04,24,22.19,"Selesai",55475
"TRX00806","ST003",2026-01-06,25,28.85,"Gagal",0
"TRX00807","ST002",2026-02-03,59,27.1,"Selesai",67750
"TRX00808","ST003",2026-01-24,70,30.66,"Selesai",76650
"TRX00809","ST001",2026-06-07,33,22.1,"Gagal",0
"TRX00810","ST002",2026-04-22,47,16.23,"Selesai",40575
"TRX00811","ST003",2026-02-05,62,27.14,"Gagal",0
"TRX00812","ST008",2026-04-23,40,11.44,"Selesai",28600
"TRX00813","ST006",2026-05-22,41,57.58,"Selesai",143950
"TRX00814","ST007",2026-01-13,28,40.91,"Selesai",102275
"TRX00815","ST010",2026-03-10,45,27.12,"Gagal",0
"TRX00816","ST007",2026-02-12,71,28.55,"Selesai",71375
"TRX00817","ST005",2026-02-10,73,7.78,"Selesai",19450
"TRX00818","ST004",2026-06-04,30,32.55,"Selesai",81375
"TRX00819","ST004",2026-05-29,54,12.18,"Selesai",30450
"TRX00820","ST002",2026-06-21,68,53.49,"Selesai",133725
"TRX00821","ST003",2026-05-12,53,56.92,"Selesai",142300
"TRX00822","ST007",2026-05-04,31,18.5,"Gagal",0
"TRX00823","ST001",2026-01-02,57,16.99,"Selesai",42475
"TRX00824","ST004",2026-04-28,26,58.64,"Gagal",0
"TRX00825","ST004",2026-05-28,50,14.04,"Selesai",35100
"TRX00826","ST005",2026-06-25,61,23.11,"Selesai",57775
"TRX00827","ST003",2026-02-18,40,43.52,"Selesai",108800
"TRX00828","ST004",2026-05-26,36,48.04,"Selesai",120100
"TRX00829","ST003",2026-01-24,28,21.77,"Selesai",54425
"TRX00830","ST004",2026-04-08,49,12.06,"Selesai",30150
"TRX00831","ST003",2026-04-09,65,56.61,"Selesai",141525
"TRX00832","ST006",2026-06-04,41,38.42,"Selesai",96050
"TRX00833","ST004",2026-02-10,68,28.23,"Selesai",70575
"TRX00834","ST001",2026-04-20,40,17.24,"Gagal",0
"TRX00835","ST002",2026-02-15,48,53.55,"Selesai",133875
"TRX00836","ST007",2026-01-02,41,17.67,"Selesai",44175
"TRX00837","ST003",2026-01-29,54,29.1,"Gagal",0
"TRX00838","ST007",2026-04-26,55,10.74,"Selesai",26850
"TRX00839","ST005",2026-04-07,46,10.82,"Selesai",27050
"TRX00840","ST004",2026-01-23,33,32.13,"Gagal",0
"TRX00841","ST009",2026-05-20,64,41.67,"Selesai",104175
"TRX00842","ST009",2026-06-22,30,47.71,"Selesai",119275
"TRX00843","ST004",2026-01-26,48,6.31,"Selesai",15775
"TRX00844","ST002",2026-06-05,19,28.75,"Gagal",0
"TRX00845","ST002",2026-05-03,57,25.16,"Selesai",62900
"TRX00846","ST004",2026-02-02,35,26.75,"Selesai",66875
"TRX00847","ST001",2026-02-01,47,5.4,"Selesai",13500
"TRX00848","ST001",2026-05-31,62,23.47,"Selesai",58675
"TRX00849","ST009",2026-06-20,73,46.38,"Selesai",115950
"TRX00850","ST003",2026-01-03,40,46.51,"Gagal",0
"TRX00851","ST002",2026-05-22,55,57.28,"Selesai",143200
