"id_stasiun","tanggal","total_sesi","total_kwh","total_pendapatan","nama_stasiun","jumlah_charger","utilisasi_persen"
"ST004",2026-04-15,1,42.02,105050,"Green Charge TB Simatupang",12,0.35
"ST004",2026-04-16,1,57.48,143700,"Green Charge TB Simatupang",12,0.35
"ST004",2026-04-18,2,74.74,186850,"Green Charge TB Simatupang",12,0.69
"ST004",2026-04-19,1,47.23,118075,"Green Charge TB Simatupang",12,0.35
"ST004",2026-04-20,1,52.03,130075,"Green Charge TB Simatupang",12,0.35
"ST004",2026-04-23,1,24.42,61050,"Green Charge TB Simatupang",12,0.35
"ST004",2026-04-24,1,47.94,119850,"Green Charge TB Simatupang",12,0.35
"ST004",2026-04-26,2,94.89,237225,"Green Charge TB Simatupang",12,0.69
"ST004",2026-04-27,1,38.23,95575,"Green Charge TB Simatupang",12,0.35
"ST004",2026-04-29,5,135.53,338825,"Green Charge TB Simatupang",12,1.74
"ST004",2026-05-01,1,56.12,140300,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-03,1,59.36,148400,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-06,1,16.56,41400,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-07,1,6.06,15150,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-09,2,62.07,155175,"Green Charge TB Simatupang",12,0.69
"ST004",2026-05-10,1,19.13,47825,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-12,2,42.47,106175,"Green Charge TB Simatupang",12,0.69
"ST004",2026-05-13,2,66,165000,"Green Charge TB Simatupang",12,0.69
"ST004",2026-05-16,1,59.33,148325,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-19,2,65.21,163025,"Green Charge TB Simatupang",12,0.69
"ST004",2026-05-20,5,97.08,242700,"Green Charge TB Simatupang",12,1.74
"ST004",2026-05-22,1,6.47,16175,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-23,2,92.05,230125,"Green Charge TB Simatupang",12,0.69
"ST004",2026-05-24,1,39.35,98375,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-25,1,27.48,68700,"Green Charge TB Simatupang",12,0.35
"ST004",2026-05-26,2,96.48,241200,"Green Charge TB Simatupang",12,0.69
"ST004",2026-05-28,2,65.97,164925,"Green Charge TB Simatupang",12,0.69
"ST004",2026-05-29,2,55.17,137925,"Green Charge TB Simatupang",12,0.69
"ST004",2026-06-02,1,41.04,102600,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-04,3,95.45,238625,"Green Charge TB Simatupang",12,1.04
"ST004",2026-06-05,2,41.64,104100,"Green Charge TB Simatupang",12,0.69
"ST004",2026-06-08,1,39.09,97725,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-09,2,52.29,130725,"Green Charge TB Simatupang",12,0.69
"ST004",2026-06-10,2,93.38,233450,"Green Charge TB Simatupang",12,0.69
"ST004",2026-06-11,2,12.67,31675,"Green Charge TB Simatupang",12,0.69
"ST004",2026-06-12,1,10.4,26000,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-14,1,55.08,137700,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-17,1,13.43,33575,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-18,1,15.31,38275,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-20,2,61.64,154100,"Green Charge TB Simatupang",12,0.69
"ST004",2026-06-22,2,54.73,136825,"Green Charge TB Simatupang",12,0.69
"ST004",2026-06-23,1,39.51,98775,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-24,3,85.34,213350,"Green Charge TB Simatupang",12,1.04
"ST004",2026-06-27,1,7.74,19350,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-29,1,38.3,95750,"Green Charge TB Simatupang",12,0.35
"ST004",2026-06-30,1,32.37,80925,"Green Charge TB Simatupang",12,0.35
"ST005",2026-01-02,1,38.46,96150,"Green Charge Kemang",5,0.83
"ST005",2026-01-07,1,20.7,51750,"Green Charge Kemang",5,0.83
"ST005",2026-01-08,2,49.22,123050,"Green Charge Kemang",5,1.67
"ST005",2026-01-09,1,51.09,127725,"Green Charge Kemang",5,0.83
"ST005",2026-01-10,1,15.34,38350,"Green Charge Kemang",5,0.83
"ST005",2026-01-16,1,9.51,23775,"Green Charge Kemang",5,0.83
"ST005",2026-01-21,1,34.33,85825,"Green Charge Kemang",5,0.83
"ST005",2026-01-27,2,72.39,180975,"Green Charge Kemang",5,1.67
"ST005",2026-01-29,1,54.58,136450,"Green Charge Kemang",5,0.83
"ST005",2026-02-01,1,12.6,31500,"Green Charge Kemang",5,0.83
"ST005",2026-02-05,2,34.12,85300,"Green Charge Kemang",5,1.67
"ST005",2026-02-09,1,53.82,134550,"Green Charge Kemang",5,0.83
"ST005",2026-02-10,2,14.88,37200,"Green Charge Kemang",5,1.67
"ST005",2026-02-11,1,26.54,66350,"Green Charge Kemang",5,0.83
"ST005",2026-02-12,1,32.99,82475,"Green Charge Kemang",5,0.83
"ST005",2026-02-14,1,17.39,43475,"Green Charge Kemang",5,0.83
"ST005",2026-02-16,1,13.24,33100,"Green Charge Kemang",5,0.83
"ST005",2026-02-28,1,37.39,93475,"Green Charge Kemang",5,0.83
"ST005",2026-03-04,1,26.35,65875,"Green Charge Kemang",5,0.83
"ST005",2026-03-09,1,40.12,100300,"Green Charge Kemang",5,0.83
"ST005",2026-03-11,1,8.48,21200,"Green Charge Kemang",5,0.83
"ST005",2026-03-13,1,9.52,23800,"Green Charge Kemang",5,0.83
"ST005",2026-03-17,1,54.08,135200,"Green Charge Kemang",5,0.83
"ST005",2026-03-29,1,11.52,28800,"Green Charge Kemang",5,0.83
"ST005",2026-04-03,1,30.34,75850,"Green Charge Kemang",5,0.83
"ST005",2026-04-05,1,38.84,97100,"Green Charge Kemang",5,0.83
"ST005",2026-04-07,3,76.84,192100,"Green Charge Kemang",5,2.5
"ST005",2026-04-10,1,56.35,140875,"Green Charge Kemang",5,0.83
"ST005",2026-04-13,1,54.33,135825,"Green Charge Kemang",5,0.83
"ST005",2026-04-14,1,32.69,81725,"Green Charge Kemang",5,0.83
"ST005",2026-04-18,1,53.08,132700,"Green Charge Kemang",5,0.83
"ST005",2026-04-19,3,69.97,174925,"Green Charge Kemang",5,2.5
"ST005",2026-04-23,1,46.95,117375,"Green Charge Kemang",5,0.83
"ST005",2026-04-26,1,12.08,30200,"Green Charge Kemang",5,0.83
"ST005",2026-05-01,1,9.45,23625,"Green Charge Kemang",5,0.83
"ST005",2026-05-03,1,54.49,136225,"Green Charge Kemang",5,0.83
"ST005",2026-05-05,1,23.04,57600,"Green Charge Kemang",5,0.83
"ST005",2026-05-10,1,35.75,89375,"Green Charge Kemang",5,0.83
"ST005",2026-05-15,3,63.51,158775,"Green Charge Kemang",5,2.5
"ST005",2026-05-19,1,43.59,108975,"Green Charge Kemang",5,0.83
"ST005",2026-05-20,1,41.89,104725,"Green Charge Kemang",5,0.83
"ST005",2026-05-22,4,140.64,351600,"Green Charge Kemang",5,3.33
"ST005",2026-05-23,2,67,167500,"Green Charge Kemang",5,1.67
"ST005",2026-05-26,1,54.53,136325,"Green Charge Kemang",5,0.83
"ST005",2026-05-28,2,67.85,169625,"Green Charge Kemang",5,1.67
"ST005",2026-05-30,2,72.87,182175,"Green Charge Kemang",5,1.67
"ST005",2026-06-05,1,11.8,29500,"Green Charge Kemang",5,0.83
"ST005",2026-06-06,1,33.63,84075,"Green Charge Kemang",5,0.83
"ST005",2026-06-08,1,43.99,109975,"Green Charge Kemang",5,0.83
"ST005",2026-06-09,1,43.78,109450,"Green Charge Kemang",5,0.83
"ST005",2026-06-10,1,59.51,148775,"Green Charge Kemang",5,0.83
"ST005",2026-06-16,1,41.88,104700,"Green Charge Kemang",5,0.83
"ST005",2026-06-19,1,37.13,92825,"Green Charge Kemang",5,0.83
"ST005",2026-06-23,1,8.81,22025,"Green Charge Kemang",5,0.83
"ST005",2026-06-24,1,54.5,136250,"Green Charge Kemang",5,0.83
"ST005",2026-06-25,2,56.55,141375,"Green Charge Kemang",5,1.67
"ST005",2026-06-27,1,14.63,36575,"Green Charge Kemang",5,0.83
"ST005",2026-06-28,1,28.35,70875,"Green Charge Kemang",5,0.83
"ST006",2026-01-01,1,41.8,104500,"Green Charge Senayan",9,0.46
"ST006",2026-01-02,1,6.38,15950,"Green Charge Senayan",9,0.46
"ST006",2026-01-04,1,6.49,16225,"Green Charge Senayan",9,0.46
"ST006",2026-01-05,1,6.19,15475,"Green Charge Senayan",9,0.46
"ST006",2026-01-08,1,45.52,113800,"Green Charge Senayan",9,0.46
"ST006",2026-01-09,1,40.22,100550,"Green Charge Senayan",9,0.46
"ST006",2026-01-10,1,6.79,16975,"Green Charge Senayan",9,0.46
"ST006",2026-01-11,1,19.85,49625,"Green Charge Senayan",9,0.46
"ST006",2026-01-17,2,63.88,159700,"Green Charge Senayan",9,0.93
"ST006",2026-01-18,1,12.58,31450,"Green Charge Senayan",9,0.46
"ST006",2026-01-19,1,6.66,16650,"Green Charge Senayan",9,0.46
"ST006",2026-01-22,1,15.73,39325,"Green Charge Senayan",9,0.46
"ST006",2026-01-25,2,74.99,187475,"Green Charge Senayan",9,0.93
"ST006",2026-01-26,1,42.55,106375,"Green Charge Senayan",9,0.46
"ST006",2026-01-29,2,79.62,199050,"Green Charge Senayan",9,0.93
"ST006",2026-02-01,3,87.93,219825,"Green Charge Senayan",9,1.39
"ST006",2026-02-03,2,70.62,176550,"Green Charge Senayan",9,0.93
"ST006",2026-02-04,2,81.87,204675,"Green Charge Senayan",9,0.93
"ST006",2026-02-05,1,37.41,93525,"Green Charge Senayan",9,0.46
"ST006",2026-02-06,1,46.89,117225,"Green Charge Senayan",9,0.46
"ST006",2026-02-08,1,51.05,127625,"Green Charge Senayan",9,0.46
"ST006",2026-02-09,1,55.44,138600,"Green Charge Senayan",9,0.46
"ST006",2026-02-10,1,13.71,34275,"Green Charge Senayan",9,0.46
"ST006",2026-02-11,1,16.4,41000,"Green Charge Senayan",9,0.46
"ST006",2026-02-14,1,48.98,122450,"Green Charge Senayan",9,0.46
"ST006",2026-02-15,2,74.95,187375,"Green Charge Senayan",9,0.93
"ST006",2026-02-20,1,48.75,121875,"Green Charge Senayan",9,0.46
"ST006",2026-02-22,1,13.57,33925,"Green Charge Senayan",9,0.46
"ST006",2026-02-24,1,5.22,13050,"Green Charge Senayan",9,0.46
"ST006",2026-02-25,1,9.82,24550,"Green Charge Senayan",9,0.46
"ST006",2026-02-27,1,37.59,93975,"Green Charge Senayan",9,0.46
"ST006",2026-02-28,3,117.8,294500,"Green Charge Senayan",9,1.39
"ST006",2026-03-01,1,12.87,32175,"Green Charge Senayan",9,0.46
"ST006",2026-03-02,2,61.23,153075,"Green Charge Senayan",9,0.93
"ST006",2026-03-04,1,36.84,92100,"Green Charge Senayan",9,0.46
"ST006",2026-03-05,3,107.49,268725,"Green Charge Senayan",9,1.39
"ST006",2026-03-06,3,73.42,183550,"Green Charge Senayan",9,1.39
"ST006",2026-03-08,1,16.35,40875,"Green Charge Senayan",9,0.46
"ST006",2026-03-13,2,71.41,178525,"Green Charge Senayan",9,0.93
"ST006",2026-03-15,1,36.84,92100,"Green Charge Senayan",9,0.46
"ST006",2026-03-20,1,34.35,85875,"Green Charge Senayan",9,0.46
"ST006",2026-03-25,2,40.54,101350,"Green Charge Senayan",9,0.93
"ST006",2026-03-26,2,64.37,160925,"Green Charge Senayan",9,0.93
"ST006",2026-03-27,1,24.14,60350,"Green Charge Senayan",9,0.46
"ST006",2026-03-29,1,29.94,74850,"Green Charge Senayan",9,0.46
"ST006",2026-03-31,2,52.92,132300,"Green Charge Senayan",9,0.93
"ST006",2026-04-02,2,83.98,209950,"Green Charge Senayan",9,0.93
"ST006",2026-04-04,1,56.36,140900,"Green Charge Senayan",9,0.46
"ST006",2026-04-05,2,54.21,135525,"Green Charge Senayan",9,0.93
"ST006",2026-04-07,2,110.61,276525,"Green Charge Senayan",9,0.93
"ST006",2026-04-08,3,98.22,245550,"Green Charge Senayan",9,1.39
"ST006",2026-04-10,1,17.1,42750,"Green Charge Senayan",9,0.46
"ST006",2026-04-12,1,41.27,103175,"Green Charge Senayan",9,0.46
"ST006",2026-04-13,1,20.37,50925,"Green Charge Senayan",9,0.46
"ST006",2026-04-18,2,39.56,98900,"Green Charge Senayan",9,0.93
"ST006",2026-04-19,3,103.65,259125,"Green Charge Senayan",9,1.39
"ST006",2026-04-20,1,11.97,29925,"Green Charge Senayan",9,0.46
"ST006",2026-04-22,1,9.47,23675,"Green Charge Senayan",9,0.46
"ST006",2026-04-25,1,49.77,124425,"Green Charge Senayan",9,0.46
"ST006",2026-04-27,1,50.91,127275,"Green Charge Senayan",9,0.46
"ST006",2026-04-28,1,50.99,127475,"Green Charge Senayan",9,0.46
"ST006",2026-05-02,1,31.64,79100,"Green Charge Senayan",9,0.46
"ST006",2026-05-06,1,21.13,52825,"Green Charge Senayan",9,0.46
"ST006",2026-05-07,2,37.83,94575,"Green Charge Senayan",9,0.93
"ST006",2026-05-10,3,137.69,344225,"Green Charge Senayan",9,1.39
"ST006",2026-05-11,2,57.92,144800,"Green Charge Senayan",9,0.93
"ST006",2026-05-13,1,26.75,66875,"Green Charge Senayan",9,0.46
"ST006",2026-05-15,1,12.9,32250,"Green Charge Senayan",9,0.46
"ST006",2026-05-17,1,27.64,69100,"Green Charge Senayan",9,0.46
"ST006",2026-05-19,1,50.81,127025,"Green Charge Senayan",9,0.46
"ST006",2026-05-22,2,77.96,194900,"Green Charge Senayan",9,0.93
"ST006",2026-05-23,1,46.47,116175,"Green Charge Senayan",9,0.46
"ST006",2026-05-25,1,53.81,134525,"Green Charge Senayan",9,0.46
"ST006",2026-05-27,1,11.07,27675,"Green Charge Senayan",9,0.46
"ST006",2026-05-28,1,43.48,108700,"Green Charge Senayan",9,0.46
"ST006",2026-05-29,1,34.85,87125,"Green Charge Senayan",9,0.46
"ST006",2026-05-31,1,43.48,108700,"Green Charge Senayan",9,0.46
"ST006",2026-06-02,2,67.11,167775,"Green Charge Senayan",9,0.93
"ST006",2026-06-04,3,132.01,330025,"Green Charge Senayan",9,1.39
"ST006",2026-06-09,1,13.82,34550,"Green Charge Senayan",9,0.46
"ST006",2026-06-10,1,25.29,63225,"Green Charge Senayan",9,0.46
"ST006",2026-06-11,1,16.4,41000,"Green Charge Senayan",9,0.46
"ST006",2026-06-12,1,32.35,80875,"Green Charge Senayan",9,0.46
"ST006",2026-06-14,2,33.13,82825,"Green Charge Senayan",9,0.93
"ST006",2026-06-15,1,41.7,104250,"Green Charge Senayan",9,0.46
"ST006",2026-06-16,2,55.86,139650,"Green Charge Senayan",9,0.93
"ST006",2026-06-18,2,13.27,33175,"Green Charge Senayan",9,0.93
"ST006",2026-06-20,1,27.09,67725,"Green Charge Senayan",9,0.46
"ST006",2026-06-21,1,37.7,94250,"Green Charge Senayan",9,0.46
"ST006",2026-06-24,1,51.79,129475,"Green Charge Senayan",9,0.46
"ST006",2026-06-25,1,16.01,40025,"Green Charge Senayan",9,0.46
"ST006",2026-06-27,2,88.07,220175,"Green Charge Senayan",9,0.93
"ST006",2026-06-28,1,7.34,18350,"Green Charge Senayan",9,0.46
"ST006",2026-06-30,1,47.74,119350,"Green Charge Senayan",9,0.46
"ST007",2026-01-01,2,81.85,204625,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-01-02,1,17.67,44175,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-06,1,17.05,42625,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-07,1,14.6,36500,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-10,1,14.73,36825,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-12,2,39.32,98300,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-01-13,3,115.98,289950,"Green Charge Kelapa Gading",7,1.79
"ST007",2026-01-17,2,39.26,98150,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-01-18,1,21.53,53825,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-19,1,33.13,82825,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-20,1,22.12,55300,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-23,1,39.13,97825,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-24,1,21.06,52650,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-25,1,32.64,81600,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-26,1,9.73,24325,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-27,1,35.43,88575,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-01-29,1,57.57,143925,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-02-01,2,28.81,72025,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-02-07,1,39.71,99275,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-02-12,3,88.67,221675,"Green Charge Kelapa Gading",7,1.79
"ST007",2026-02-13,1,22.89,57225,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-02-14,1,6.5,16250,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-02-17,1,20.08,50200,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-02-19,2,21.11,52775,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-02-22,1,9.69,24225,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-02-26,1,57.83,144575,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-02-28,4,140.41,351025,"Green Charge Kelapa Gading",7,2.38
"ST007",2026-03-01,1,34.7,86750,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-02,2,41.33,103325,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-03-03,1,12.11,30275,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-08,1,51.78,129450,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-09,1,17.87,44675,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-11,1,24.39,60975,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-15,2,75.06,187650,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-03-19,1,27.3,68250,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-20,1,21.09,52725,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-21,1,14.38,35950,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-03-30,2,97.09,242725,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-04-01,1,36.8,92000,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-07,1,29.22,73050,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-17,1,48.82,122050,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-19,1,33.59,83975,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-20,1,45.39,113475,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-22,1,15,37500,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-24,1,31.37,78425,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-25,1,40.19,100475,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-04-26,2,22.89,57225,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-04-29,1,26.73,66825,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-05-06,2,65.41,163525,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-05-07,1,41.76,104400,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-05-08,1,9.73,24325,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-05-15,1,5.39,13475,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-05-20,1,41.16,102900,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-05-26,1,50.42,126050,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-05-27,2,40.99,102475,"Green Charge Kelapa Gading",7,1.19
"ST007",2026-05-31,1,26.51,66275,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-04,1,7.93,19825,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-08,1,44.41,111025,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-11,1,50.71,126775,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-12,1,48.32,120800,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-16,3,127.38,318450,"Green Charge Kelapa Gading",7,1.79
"ST007",2026-06-21,1,48.3,120750,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-22,1,48.51,121275,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-24,1,14.71,36775,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-25,1,41.28,103200,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-27,1,34.45,86125,"Green Charge Kelapa Gading",7,0.6
"ST007",2026-06-29,2,68.28,170700,"Green Charge Kelapa Gading",7,1.19
"ST008",2026-01-04,1,53.39,133475,"Green Charge Puri Indah",6,0.69
"ST008",2026-01-09,3,107,267500,"Green Charge Puri Indah",6,2.08
"ST008",2026-01-10,1,29.82,74550,"Green Charge Puri Indah",6,0.69
"ST008",2026-01-12,2,99.71,249275,"Green Charge Puri Indah",6,1.39
"ST008",2026-01-19,1,35.44,88600,"Green Charge Puri Indah",6,0.69
"ST008",2026-01-21,2,43.74,109350,"Green Charge Puri Indah",6,1.39
"ST008",2026-01-22,1,13.09,32725,"Green Charge Puri Indah",6,0.69
"ST008",2026-01-23,1,34.87,87175,"Green Charge Puri Indah",6,0.69
"ST008",2026-01-26,2,97.75,244375,"Green Charge Puri Indah",6,1.39
"ST008",2026-01-28,1,43.64,109100,"Green Charge Puri Indah",6,0.69
"ST008",2026-01-30,1,59.56,148900,"Green Charge Puri Indah",6,0.69
"ST008",2026-01-31,1,5.32,13300,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-06,1,58.38,145950,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-13,1,25.48,63700,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-15,1,51.9,129750,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-16,3,120.39,300975,"Green Charge Puri Indah",6,2.08
"ST008",2026-02-17,1,5.91,14775,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-19,1,24.43,61075,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-20,1,45.02,112550,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-22,2,67.23,168075,"Green Charge Puri Indah",6,1.39
"ST008",2026-02-23,1,20.16,50400,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-26,1,14.74,36850,"Green Charge Puri Indah",6,0.69
"ST008",2026-02-27,2,42.61,106525,"Green Charge Puri Indah",6,1.39
"ST008",2026-03-04,2,55.63,139075,"Green Charge Puri Indah",6,1.39
"ST008",2026-03-06,2,34.97,87425,"Green Charge Puri Indah",6,1.39
"ST008",2026-03-10,3,93.72,234300,"Green Charge Puri Indah",6,2.08
"ST008",2026-03-15,1,7.51,18775,"Green Charge Puri Indah",6,0.69
"ST008",2026-03-16,1,32.18,80450,"Green Charge Puri Indah",6,0.69
"ST008",2026-03-19,1,28.53,71325,"Green Charge Puri Indah",6,0.69
"ST008",2026-03-20,1,59.81,149525,"Green Charge Puri Indah",6,0.69
"ST008",2026-03-21,1,32.61,81525,"Green Charge Puri Indah",6,0.69
"ST008",2026-03-24,1,10.05,25125,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-01,2,66.65,166625,"Green Charge Puri Indah",6,1.39
"ST008",2026-04-05,1,8.62,21550,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-06,1,28.63,71575,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-15,4,155.62,389050,"Green Charge Puri Indah",6,2.78
"ST008",2026-04-17,1,8.59,21475,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-21,2,37.33,93325,"Green Charge Puri Indah",6,1.39
"ST008",2026-04-22,1,38.18,95450,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-23,1,11.44,28600,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-24,1,57.22,143050,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-25,1,16.61,41525,"Green Charge Puri Indah",6,0.69
"ST008",2026-04-29,1,42.09,105225,"Green Charge Puri Indah",6,0.69
"ST008",2026-05-02,1,15.68,39200,"Green Charge Puri Indah",6,0.69
"ST008",2026-05-03,2,36.7,91750,"Green Charge Puri Indah",6,1.39
"ST008",2026-05-06,1,20.38,50950,"Green Charge Puri Indah",6,0.69
"ST008",2026-05-10,1,48.96,122400,"Green Charge Puri Indah",6,0.69
"ST008",2026-05-11,2,102.98,257450,"Green Charge Puri Indah",6,1.39
"ST008",2026-05-16,1,23.35,58375,"Green Charge Puri Indah",6,0.69
"ST008",2026-05-19,1,34.14,85350,"Green Charge Puri Indah",6,0.69
"ST008",2026-05-20,2,96.96,242400,"Green Charge Puri Indah",6,1.39
"ST008",2026-05-26,2,69.55,173875,"Green Charge Puri Indah",6,1.39
"ST008",2026-05-27,2,101.57,253925,"Green Charge Puri Indah",6,1.39
"ST008",2026-05-29,1,58.41,146025,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-04,1,54.72,136800,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-07,1,20.07,50175,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-08,1,37.66,94150,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-09,1,58.2,145500,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-13,1,16.34,40850,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-16,1,16.94,42350,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-18,2,81.91,204775,"Green Charge Puri Indah",6,1.39
"ST008",2026-06-19,1,23.23,58075,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-21,2,52.72,131800,"Green Charge Puri Indah",6,1.39
"ST008",2026-06-22,1,39.39,98475,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-27,1,5.49,13725,"Green Charge Puri Indah",6,0.69
"ST008",2026-06-28,1,56.87,142175,"Green Charge Puri Indah",6,0.69
"ST009",2026-01-01,2,21.15,52875,"Green Charge Cibubur",8,1.04
"ST009",2026-01-03,1,32.11,80275,"Green Charge Cibubur",8,0.52
"ST009",2026-01-05,1,28.45,71125,"Green Charge Cibubur",8,0.52
"ST009",2026-01-11,1,14.93,37325,"Green Charge Cibubur",8,0.52
"ST009",2026-01-14,1,5.32,13300,"Green Charge Cibubur",8,0.52
"ST009",2026-01-16,1,53.73,134325,"Green Charge Cibubur",8,0.52
"ST009",2026-01-20,1,44.13,110325,"Green Charge Cibubur",8,0.52
"ST009",2026-02-03,2,42.99,107475,"Green Charge Cibubur",8,1.04
"ST009",2026-02-04,1,34.99,87475,"Green Charge Cibubur",8,0.52
"ST009",2026-02-06,1,55.92,139800,"Green Charge Cibubur",8,0.52
"ST009",2026-02-11,1,41.65,104125,"Green Charge Cibubur",8,0.52
"ST009",2026-02-12,1,53.62,134050,"Green Charge Cibubur",8,0.52
"ST009",2026-02-15,1,47.65,119125,"Green Charge Cibubur",8,0.52
"ST009",2026-02-16,1,33.18,82950,"Green Charge Cibubur",8,0.52
"ST009",2026-02-17,1,45.17,112925,"Green Charge Cibubur",8,0.52
"ST009",2026-02-18,1,24.01,60025,"Green Charge Cibubur",8,0.52
"ST009",2026-02-22,1,40.39,100975,"Green Charge Cibubur",8,0.52
"ST009",2026-02-26,2,89.41,223525,"Green Charge Cibubur",8,1.04
"ST009",2026-02-27,1,39.43,98575,"Green Charge Cibubur",8,0.52
"ST009",2026-03-02,1,9.27,23175,"Green Charge Cibubur",8,0.52
"ST009",2026-03-03,1,55.88,139700,"Green Charge Cibubur",8,0.52
